fecha,zona_prov,clae2,w_mean
2010-10-01,CHUBUT,91,2278
2010-10-01,CHUBUT,92,5575
2010-10-01,CHUBUT,93,2292
2010-10-01,CHUBUT,94,4052
2010-10-01,CHUBUT,95,2602
2010-10-01,CHUBUT,96,2708
2010-10-01,CHUBUT,999,6525
2010-10-01,CORDOBA,1,2719
2010-10-01,CORDOBA,2,2757
2010-10-01,CORDOBA,3,2066
2010-10-01,CORDOBA,6,13231
2010-10-01,CORDOBA,7,1880
2010-10-01,CORDOBA,8,2990
2010-10-01,CORDOBA,9,3817
2010-10-01,CORDOBA,10,4393
2010-10-01,CORDOBA,11,7091
2010-10-01,CORDOBA,12,8742
2010-10-01,CORDOBA,13,2729
2010-10-01,CORDOBA,14,2923
2010-10-01,CORDOBA,15,2891
2010-10-01,CORDOBA,16,2445
2010-10-01,CORDOBA,17,4005
2010-10-01,CORDOBA,18,3383
2010-10-01,CORDOBA,19,5495
2010-10-01,CORDOBA,20,5814
2010-10-01,CORDOBA,21,6661
2010-10-01,CORDOBA,22,4091
2010-10-01,CORDOBA,23,4404
2010-10-01,CORDOBA,24,3882
2010-10-01,CORDOBA,25,3537
2010-10-01,CORDOBA,26,3892
2010-10-01,CORDOBA,27,3988
2010-10-01,CORDOBA,28,4436
2010-10-01,CORDOBA,29,6417
2010-10-01,CORDOBA,30,6858
2010-10-01,CORDOBA,31,2762
2010-10-01,CORDOBA,32,3627
2010-10-01,CORDOBA,33,2883
2010-10-01,CORDOBA,35,6950
2010-10-01,CORDOBA,36,5392
2010-10-01,CORDOBA,37,2724
2010-10-01,CORDOBA,38,5533
2010-10-01,CORDOBA,41,1960
2010-10-01,CORDOBA,42,3448
2010-10-01,CORDOBA,43,2720
2010-10-01,CORDOBA,45,3396
2010-10-01,CORDOBA,46,3223
2010-10-01,CORDOBA,47,2886
2010-10-01,CORDOBA,49,4339
2010-10-01,CORDOBA,50,5056
2010-10-01,CORDOBA,51,8189
2010-10-01,CORDOBA,52,4180
2010-10-01,CORDOBA,53,4977
2010-10-01,CORDOBA,55,2534
2010-10-01,CORDOBA,56,1858
2010-10-01,CORDOBA,58,4517
2010-10-01,CORDOBA,59,2850
2010-10-01,CORDOBA,60,6024
2010-10-01,CORDOBA,61,5795
2010-10-01,CORDOBA,62,3967
2010-10-01,CORDOBA,63,4089
2010-10-01,CORDOBA,64,8301
2010-10-01,CORDOBA,65,5042
2010-10-01,CORDOBA,66,3118
2010-10-01,CORDOBA,68,2950
2010-10-01,CORDOBA,69,2458
2010-10-01,CORDOBA,70,2718
2010-10-01,CORDOBA,71,2505
2010-10-01,CORDOBA,72,2831
2010-10-01,CORDOBA,73,2941
2010-10-01,CORDOBA,74,2529
2010-10-01,CORDOBA,75,2075
2010-10-01,CORDOBA,77,5392
2010-10-01,CORDOBA,78,3004
2010-10-01,CORDOBA,79,2990
2010-10-01,CORDOBA,80,2847
2010-10-01,CORDOBA,81,1701
2010-10-01,CORDOBA,82,2681
2010-10-01,CORDOBA,85,2530
2010-10-01,CORDOBA,86,3244
2010-10-01,CORDOBA,87,2616
2010-10-01,CORDOBA,88,2731
2010-10-01,CORDOBA,90,1771
2010-10-01,CORDOBA,91,2223
2010-10-01,CORDOBA,92,4087
2010-10-01,CORDOBA,93,2503
2010-10-01,CORDOBA,94,3415
2010-10-01,CORDOBA,95,2417
2010-10-01,CORDOBA,96,2207
2010-10-01,CORDOBA,999,2957
2010-10-01,CORRIENTES,1,2323
2010-10-01,CORRIENTES,2,1873
2010-10-01,CORRIENTES,3,2638
2010-10-01,CORRIENTES,6,12158
2010-10-01,CORRIENTES,8,3275
2010-10-01,CORRIENTES,9,1014
2010-10-01,CORRIENTES,10,3391
2010-10-01,CORRIENTES,11,7510
2010-10-01,CORRIENTES,12,6704
2010-10-01,CORRIENTES,13,3384
2010-10-01,CORRIENTES,14,2420
2010-10-01,CORRIENTES,15,1592
2010-10-01,CORRIENTES,16,2324
2010-10-01,CORRIENTES,17,2072
2010-10-01,CORRIENTES,18,2425
2010-10-01,CORRIENTES,19,-99
2010-10-01,CORRIENTES,20,5321
2010-10-01,CORRIENTES,21,10017
2010-10-01,CORRIENTES,22,2055
2010-10-01,CORRIENTES,23,2337
2010-10-01,CORRIENTES,24,792
2010-10-01,CORRIENTES,25,2150
2010-10-01,CORRIENTES,26,5951
2010-10-01,CORRIENTES,27,3196
2010-10-01,CORRIENTES,28,2409
2010-10-01,CORRIENTES,29,3208
2010-10-01,CORRIENTES,30,2589
2010-10-01,CORRIENTES,31,2179
2010-10-01,CORRIENTES,32,1796
2010-10-01,CORRIENTES,33,1675
2010-10-01,CORRIENTES,35,8929
2010-10-01,CORRIENTES,36,3710
2010-10-01,CORRIENTES,37,1538
2010-10-01,CORRIENTES,38,1798
2010-10-01,CORRIENTES,41,1826
2010-10-01,CORRIENTES,42,4118
2010-10-01,CORRIENTES,43,1862
2010-10-01,CORRIENTES,45,2970
2010-10-01,CORRIENTES,46,3195
2010-10-01,CORRIENTES,47,2628
2010-10-01,CORRIENTES,49,3880
2010-10-01,CORRIENTES,50,13011
2010-10-01,CORRIENTES,51,9940
2010-10-01,CORRIENTES,52,3055
2010-10-01,CORRIENTES,53,5355
2010-10-01,CORRIENTES,55,2526
2010-10-01,CORRIENTES,56,2165
2010-10-01,CORRIENTES,58,2558
2010-10-01,CORRIENTES,59,2590
2010-10-01,CORRIENTES,60,4091
2010-10-01,CORRIENTES,61,4904
2010-10-01,CORRIENTES,62,3677
2010-10-01,CORRIENTES,63,2753
2010-10-01,CORRIENTES,64,7665
2010-10-01,CORRIENTES,65,5290
2010-10-01,CORRIENTES,66,2830
2010-10-01,CORRIENTES,68,2597
2010-10-01,CORRIENTES,69,1954
2010-10-01,CORRIENTES,70,2125
2010-10-01,CORRIENTES,71,1890
2010-10-01,CORRIENTES,72,2922
2010-10-01,CORRIENTES,73,1823
2010-10-01,CORRIENTES,74,2200
2010-10-01,CORRIENTES,75,1894
2010-10-01,CORRIENTES,77,2404
2010-10-01,CORRIENTES,78,2070
2010-10-01,CORRIENTES,79,2151
2010-10-01,CORRIENTES,80,2325
2010-10-01,CORRIENTES,81,2000
2010-10-01,CORRIENTES,82,2810
2010-10-01,CORRIENTES,85,2069
2010-10-01,CORRIENTES,86,2875
2010-10-01,CORRIENTES,87,2591
2010-10-01,CORRIENTES,88,2770
2010-10-01,CORRIENTES,90,740
2010-10-01,CORRIENTES,91,1744
2010-10-01,CORRIENTES,92,3731
2010-10-01,CORRIENTES,93,2822
2010-10-01,CORRIENTES,94,2969
2010-10-01,CORRIENTES,95,2238
2010-10-01,CORRIENTES,96,2075
2010-10-01,CORRIENTES,999,2696
2010-10-01,ENTRE RIOS,1,1841
2010-10-01,ENTRE RIOS,2,2247
2010-10-01,ENTRE RIOS,3,3790
2010-10-01,ENTRE RIOS,6,9761
2010-10-01,ENTRE RIOS,8,3816
2010-10-01,ENTRE RIOS,9,2511
2010-10-01,ENTRE RIOS,10,4035
2010-10-01,ENTRE RIOS,11,4527
2010-10-01,ENTRE RIOS,12,3570
2010-10-01,ENTRE RIOS,13,3030
2010-10-01,ENTRE RIOS,14,2032
2010-10-01,ENTRE RIOS,15,2252
2010-10-01,ENTRE RIOS,16,2921
2010-10-01,ENTRE RIOS,17,5465
2010-10-01,ENTRE RIOS,18,2508
2010-10-01,ENTRE RIOS,19,-99
2010-10-01,ENTRE RIOS,20,6552
2010-10-01,ENTRE RIOS,21,5724
2010-10-01,ENTRE RIOS,22,3248
2010-10-01,ENTRE RIOS,23,3082
2010-10-01,ENTRE RIOS,24,4327
2010-10-01,ENTRE RIOS,25,2742
2010-10-01,ENTRE RIOS,26,2388
2010-10-01,ENTRE RIOS,27,4302
2010-10-01,ENTRE RIOS,28,2952
2010-10-01,ENTRE RIOS,29,3749
2010-10-01,ENTRE RIOS,30,2359
2010-10-01,ENTRE RIOS,31,3969
2010-10-01,ENTRE RIOS,32,2151
2010-10-01,ENTRE RIOS,33,1205
2010-10-01,ENTRE RIOS,35,7738
2010-10-01,ENTRE RIOS,36,3201
2010-10-01,ENTRE RIOS,37,3065
2010-10-01,ENTRE RIOS,38,2544
2010-10-01,ENTRE RIOS,41,2059
2010-10-01,ENTRE RIOS,42,3929
2010-10-01,ENTRE RIOS,43,2261
2010-10-01,ENTRE RIOS,45,2957
2010-10-01,ENTRE RIOS,46,3286
2010-10-01,ENTRE RIOS,47,2672
2010-10-01,ENTRE RIOS,49,4128
2010-10-01,ENTRE RIOS,50,2839
2010-10-01,ENTRE RIOS,52,2565
2010-10-01,ENTRE RIOS,53,5020
2010-10-01,ENTRE RIOS,55,2500
2010-10-01,ENTRE RIOS,56,1731
2010-10-01,ENTRE RIOS,58,3165
2010-10-01,ENTRE RIOS,59,2572
2010-10-01,ENTRE RIOS,60,4860
2010-10-01,ENTRE RIOS,61,7245
2010-10-01,ENTRE RIOS,62,3221
2010-10-01,ENTRE RIOS,63,4813
2010-10-01,ENTRE RIOS,64,9262
2010-10-01,ENTRE RIOS,65,5288
2010-10-01,ENTRE RIOS,66,1610
2010-10-01,ENTRE RIOS,68,2655
2010-10-01,ENTRE RIOS,69,2082
2010-10-01,ENTRE RIOS,70,2380
2010-10-01,ENTRE RIOS,71,2170
2010-10-01,ENTRE RIOS,72,2247
2010-10-01,ENTRE RIOS,73,2213
2010-10-01,ENTRE RIOS,74,1071
2010-10-01,ENTRE RIOS,75,2206
2010-10-01,ENTRE RIOS,77,4263
2010-10-01,ENTRE RIOS,78,2768
2010-10-01,ENTRE RIOS,79,2915
2010-10-01,ENTRE RIOS,80,3042
2010-10-01,ENTRE RIOS,81,1714
2010-10-01,ENTRE RIOS,82,2011
2010-10-01,ENTRE RIOS,85,2040
2010-10-01,ENTRE RIOS,86,3196
2010-10-01,ENTRE RIOS,87,2418
2010-10-01,ENTRE RIOS,88,2346
2010-10-01,ENTRE RIOS,90,1015
2010-10-01,ENTRE RIOS,91,1771
2010-10-01,ENTRE RIOS,92,2939
2010-10-01,ENTRE RIOS,93,2372
2010-10-01,ENTRE RIOS,94,3092
2010-10-01,ENTRE RIOS,95,2745
2010-10-01,ENTRE RIOS,96,2331
2010-10-01,ENTRE RIOS,999,3427
2010-10-01,FORMOSA,1,2472
2010-10-01,FORMOSA,2,1865
2010-10-01,FORMOSA,3,656
2010-10-01,FORMOSA,6,10000
2010-10-01,FORMOSA,8,3787
2010-10-01,FORMOSA,9,3017
2010-10-01,FORMOSA,10,2440
2010-10-01,FORMOSA,11,7329
2010-10-01,FORMOSA,13,4652
2010-10-01,FORMOSA,14,2534
2010-10-01,FORMOSA,15,1686
2010-10-01,FORMOSA,16,1557
2010-10-01,FORMOSA,18,2554
2010-10-01,FORMOSA,20,3658
2010-10-01,FORMOSA,21,3514
2010-10-01,FORMOSA,22,-99
2010-10-01,FORMOSA,23,1946
2010-10-01,FORMOSA,24,4026
2010-10-01,FORMOSA,25,1724
2010-10-01,FORMOSA,28,5473
2010-10-01,FORMOSA,30,1708
2010-10-01,FORMOSA,31,2019
2010-10-01,FORMOSA,32,4178
2010-10-01,FORMOSA,33,365
2010-10-01,FORMOSA,35,4326
2010-10-01,FORMOSA,36,3921
2010-10-01,FORMOSA,41,2073
2010-10-01,FORMOSA,42,3461
2010-10-01,FORMOSA,43,2133
2010-10-01,FORMOSA,45,2730
2010-10-01,FORMOSA,46,2870
2010-10-01,FORMOSA,47,2824
2010-10-01,FORMOSA,49,3907
2010-10-01,FORMOSA,50,-99
2010-10-01,FORMOSA,51,8339
2010-10-01,FORMOSA,52,3836
2010-10-01,FORMOSA,53,5482
2010-10-01,FORMOSA,55,2492
2010-10-01,FORMOSA,56,2711
2010-10-01,FORMOSA,58,4337
2010-10-01,FORMOSA,60,4323
2010-10-01,FORMOSA,61,4609
2010-10-01,FORMOSA,62,2340
2010-10-01,FORMOSA,63,3100
2010-10-01,FORMOSA,64,7996
2010-10-01,FORMOSA,65,5061
2010-10-01,FORMOSA,66,1728
2010-10-01,FORMOSA,68,2903
2010-10-01,FORMOSA,69,1986
2010-10-01,FORMOSA,70,2872
2010-10-01,FORMOSA,71,2910
2010-10-01,FORMOSA,72,-99
2010-10-01,FORMOSA,73,2349
2010-10-01,FORMOSA,74,1734
2010-10-01,FORMOSA,75,1323
2010-10-01,FORMOSA,77,2150
2010-10-01,FORMOSA,78,1564
2010-10-01,FORMOSA,79,2824
2010-10-01,FORMOSA,80,2685
2010-10-01,FORMOSA,81,1749
2010-10-01,FORMOSA,82,2425
2010-10-01,FORMOSA,85,1779
2010-10-01,FORMOSA,86,2636
2010-10-01,FORMOSA,87,2256
2010-10-01,FORMOSA,88,1913
2010-10-01,FORMOSA,92,3481
2010-10-01,FORMOSA,93,1156
2010-10-01,FORMOSA,94,2744
2010-10-01,FORMOSA,95,2205
2010-10-01,FORMOSA,96,2079
2010-10-01,FORMOSA,999,2149
2010-10-01,JUJUY,1,1795
2010-10-01,JUJUY,2,1541
2010-10-01,JUJUY,3,-99
2010-10-01,JUJUY,5,2611
2010-10-01,JUJUY,6,9197
2010-10-01,JUJUY,7,5803
2010-10-01,JUJUY,8,3826
2010-10-01,JUJUY,9,5066
2010-10-01,JUJUY,10,4572
2010-10-01,JUJUY,11,7465
2010-10-01,JUJUY,12,4419
2010-10-01,JUJUY,13,1629
2010-10-01,JUJUY,14,1773
2010-10-01,JUJUY,15,2455
2010-10-01,JUJUY,16,1808
2010-10-01,JUJUY,17,4633
2010-10-01,JUJUY,18,2655
2010-10-01,JUJUY,19,2379
2010-10-01,JUJUY,20,4127
2010-10-01,JUJUY,21,9798
2010-10-01,JUJUY,22,3196
2010-10-01,JUJUY,23,4928
2010-10-01,JUJUY,24,5094
2010-10-01,JUJUY,25,2490
2010-10-01,JUJUY,26,-99
2010-10-01,JUJUY,27,-99
2010-10-01,JUJUY,28,2605
2010-10-01,JUJUY,29,3597
2010-10-01,JUJUY,30,-99
2010-10-01,JUJUY,31,1830
2010-10-01,JUJUY,32,2635
2010-10-01,JUJUY,33,2446
2010-10-01,JUJUY,35,5815
2010-10-01,JUJUY,38,4155
2010-10-01,JUJUY,41,2105
2010-10-01,JUJUY,42,3096
2010-10-01,JUJUY,43,2499
2010-10-01,JUJUY,45,3289
2010-10-01,JUJUY,46,2902
2010-10-01,JUJUY,47,2935
2010-10-01,JUJUY,49,4843
2010-10-01,JUJUY,51,8287
2010-10-01,JUJUY,52,3794
2010-10-01,JUJUY,53,5286
2010-10-01,JUJUY,55,2374
2010-10-01,JUJUY,56,2357
2010-10-01,JUJUY,58,3379
2010-10-01,JUJUY,59,2544
2010-10-01,JUJUY,60,4129
2010-10-01,JUJUY,61,4376
2010-10-01,JUJUY,62,2390
2010-10-01,JUJUY,63,2089
2010-10-01,JUJUY,64,7252
2010-10-01,JUJUY,65,4219
2010-10-01,JUJUY,66,2386
2010-10-01,JUJUY,68,2790
2010-10-01,JUJUY,69,1899
2010-10-01,JUJUY,70,2602
2010-10-01,JUJUY,71,2201
2010-10-01,JUJUY,73,2310
2010-10-01,JUJUY,74,2024
2010-10-01,JUJUY,75,2171
2010-10-01,JUJUY,77,2831
2010-10-01,JUJUY,78,2252
2010-10-01,JUJUY,79,2736
2010-10-01,JUJUY,80,2689
2010-10-01,JUJUY,81,1564
2010-10-01,JUJUY,82,2507
2010-10-01,JUJUY,85,2035
2010-10-01,JUJUY,86,3020
2010-10-01,JUJUY,87,2679
2010-10-01,JUJUY,88,3154
2010-10-01,JUJUY,90,2802
2010-10-01,JUJUY,91,2753
2010-10-01,JUJUY,92,2507
2010-10-01,JUJUY,93,3274
2010-10-01,JUJUY,94,2974
2010-10-01,JUJUY,95,2069
2010-10-01,JUJUY,96,2300
2010-10-01,JUJUY,999,1162
2010-10-01,LA PAMPA,1,2695
2010-10-01,LA PAMPA,2,1326
2010-10-01,LA PAMPA,3,-99
2010-10-01,LA PAMPA,6,5681
2010-10-01,LA PAMPA,8,3700
2010-10-01,LA PAMPA,9,8283
2010-10-01,LA PAMPA,10,3561
2010-10-01,LA PAMPA,11,4406
2010-10-01,LA PAMPA,13,2436
2010-10-01,LA PAMPA,14,2490
2010-10-01,LA PAMPA,15,3333
2010-10-01,LA PAMPA,16,2386
2010-10-01,LA PAMPA,17,2382
2010-10-01,LA PAMPA,18,3066
2010-10-01,LA PAMPA,20,5259
2010-10-01,LA PAMPA,21,9705
2010-10-01,LA PAMPA,22,3102
2010-10-01,LA PAMPA,23,4191
2010-10-01,LA PAMPA,24,3557
2010-10-01,LA PAMPA,25,2248
2010-10-01,LA PAMPA,26,-99
2010-10-01,LA PAMPA,27,3650
2010-10-01,LA PAMPA,28,2671
2010-10-01,LA PAMPA,29,3385
2010-10-01,LA PAMPA,30,-99
2010-10-01,LA PAMPA,31,2535
2010-10-01,LA PAMPA,32,2458
2010-10-01,LA PAMPA,33,2262
2010-10-01,LA PAMPA,35,6046
2010-10-01,LA PAMPA,36,5996
2010-10-01,LA PAMPA,38,3249
2010-10-01,LA PAMPA,39,4799
2010-10-01,LA PAMPA,41,2414
2010-10-01,LA PAMPA,42,4384
2010-10-01,LA PAMPA,43,6559
2010-10-01,LA PAMPA,45,3096
2010-10-01,LA PAMPA,46,3542
2010-10-01,LA PAMPA,47,3080
2010-10-01,LA PAMPA,49,4411
2010-10-01,LA PAMPA,51,-99
2010-10-01,LA PAMPA,52,3507
2010-10-01,LA PAMPA,53,4974
2010-10-01,LA PAMPA,55,2469
2010-10-01,LA PAMPA,56,1972
2010-10-01,LA PAMPA,58,4201
2010-10-01,LA PAMPA,59,2549
2010-10-01,LA PAMPA,60,5282
2010-10-01,LA PAMPA,61,6722
2010-10-01,LA PAMPA,62,3034
2010-10-01,LA PAMPA,63,3916
2010-10-01,LA PAMPA,64,9349
2010-10-01,LA PAMPA,65,6255
2010-10-01,LA PAMPA,66,2865
2010-10-01,LA PAMPA,68,2795
2010-10-01,LA PAMPA,69,2391
2010-10-01,LA PAMPA,70,2456
2010-10-01,LA PAMPA,71,1755
2010-10-01,LA PAMPA,72,1514
2010-10-01,LA PAMPA,73,2534
2010-10-01,LA PAMPA,74,2339
2010-10-01,LA PAMPA,75,2204
2010-10-01,LA PAMPA,77,3637
2010-10-01,LA PAMPA,78,1834
2010-10-01,LA PAMPA,79,2533
2010-10-01,LA PAMPA,80,3419
2010-10-01,LA PAMPA,81,1899
2010-10-01,LA PAMPA,82,2738
2010-10-01,LA PAMPA,85,2642
2010-10-01,LA PAMPA,86,2998
2010-10-01,LA PAMPA,87,2369
2010-10-01,LA PAMPA,88,3181
2010-10-01,LA PAMPA,91,2558
2010-10-01,LA PAMPA,92,4842
2010-10-01,LA PAMPA,93,1771
2010-10-01,LA PAMPA,94,3178
2010-10-01,LA PAMPA,95,2144
2010-10-01,LA PAMPA,96,2052
2010-10-01,LA PAMPA,999,3462
2010-10-01,LA RIOJA,1,2628
2010-10-01,LA RIOJA,2,4290
2010-10-01,LA RIOJA,3,4053
2010-10-01,LA RIOJA,7,-99
2010-10-01,LA RIOJA,8,3417
2010-10-01,LA RIOJA,9,2217
2010-10-01,LA RIOJA,10,3322
2010-10-01,LA RIOJA,11,2950
2010-10-01,LA RIOJA,13,3193
2010-10-01,LA RIOJA,14,2298
2010-10-01,LA RIOJA,15,3904
2010-10-01,LA RIOJA,16,1475
2010-10-01,LA RIOJA,17,6468
2010-10-01,LA RIOJA,18,5700
2010-10-01,LA RIOJA,19,5649
2010-10-01,LA RIOJA,20,4216
2010-10-01,LA RIOJA,21,7211
2010-10-01,LA RIOJA,22,4449
2010-10-01,LA RIOJA,23,1445
2010-10-01,LA RIOJA,25,2471
2010-10-01,LA RIOJA,26,4540
2010-10-01,LA RIOJA,27,5207
2010-10-01,LA RIOJA,28,-99
2010-10-01,LA RIOJA,29,4206
2010-10-01,LA RIOJA,31,3416
2010-10-01,LA RIOJA,32,2525
2010-10-01,LA RIOJA,33,-99
2010-10-01,LA RIOJA,35,6876
2010-10-01,LA RIOJA,36,3306
2010-10-01,LA RIOJA,38,2949
2010-10-01,LA RIOJA,41,2166
2010-10-01,LA RIOJA,42,3115
2010-10-01,LA RIOJA,43,3332
2010-10-01,LA RIOJA,45,2483
2010-10-01,LA RIOJA,46,2815
2010-10-01,LA RIOJA,47,2628
2010-10-01,LA RIOJA,49,3715
2010-10-01,LA RIOJA,51,4936
2010-10-01,LA RIOJA,52,3711
2010-10-01,LA RIOJA,53,5331
2010-10-01,LA RIOJA,55,2887
2010-10-01,LA RIOJA,56,1718
2010-10-01,LA RIOJA,58,1963
2010-10-01,LA RIOJA,60,4784
2010-10-01,LA RIOJA,61,5068
2010-10-01,LA RIOJA,62,5361
2010-10-01,LA RIOJA,63,3939
2010-10-01,LA RIOJA,64,8430
2010-10-01,LA RIOJA,65,4977
2010-10-01,LA RIOJA,66,3248
2010-10-01,LA RIOJA,68,2254
2010-10-01,LA RIOJA,69,1925
2010-10-01,LA RIOJA,70,2771
2010-10-01,LA RIOJA,71,1670
2010-10-01,LA RIOJA,73,1956
2010-10-01,LA RIOJA,74,1643
2010-10-01,LA RIOJA,77,2169
2010-10-01,LA RIOJA,78,1962
2010-10-01,LA RIOJA,79,2224
2010-10-01,LA RIOJA,80,2835
2010-10-01,LA RIOJA,81,1864
2010-10-01,LA RIOJA,82,2467
2010-10-01,LA RIOJA,85,1986
2010-10-01,LA RIOJA,86,2642
2010-10-01,LA RIOJA,87,2668
2010-10-01,LA RIOJA,88,2469
2010-10-01,LA RIOJA,90,3270
2010-10-01,LA RIOJA,91,1387
2010-10-01,LA RIOJA,92,3492
2010-10-01,LA RIOJA,93,2622
2010-10-01,LA RIOJA,94,2705
2010-10-01,LA RIOJA,95,2420
2010-10-01,LA RIOJA,96,2345
2010-10-01,LA RIOJA,999,2447
2010-10-01,MENDOZA,1,1947
2010-10-01,MENDOZA,2,2737
2010-10-01,MENDOZA,5,5189
2010-10-01,MENDOZA,6,13655
2010-10-01,MENDOZA,7,7481
2010-10-01,MENDOZA,8,6182
2010-10-01,MENDOZA,9,10856
2010-10-01,MENDOZA,10,2951
2010-10-01,MENDOZA,11,3356
2010-10-01,MENDOZA,12,8122
2010-10-01,MENDOZA,13,2797
2010-10-01,MENDOZA,14,2501
2010-10-01,MENDOZA,15,3329
2010-10-01,MENDOZA,16,2432
2010-10-01,MENDOZA,17,4620
2010-10-01,MENDOZA,18,3307
2010-10-01,MENDOZA,19,5967
2010-10-01,MENDOZA,20,5897
2010-10-01,MENDOZA,21,9638
2010-10-01,MENDOZA,22,3706
2010-10-01,MENDOZA,23,4555
2010-10-01,MENDOZA,24,4232
2010-10-01,MENDOZA,25,3474
2010-10-01,MENDOZA,26,2918
2010-10-01,MENDOZA,27,5553
2010-10-01,MENDOZA,28,4458
2010-10-01,MENDOZA,29,3347
2010-10-01,MENDOZA,30,3229
2010-10-01,MENDOZA,31,3669
2010-10-01,MENDOZA,32,2358
2010-10-01,MENDOZA,33,4758
2010-10-01,MENDOZA,35,7531
2010-10-01,MENDOZA,36,5902
2010-10-01,MENDOZA,37,3144
2010-10-01,MENDOZA,38,3479
2010-10-01,MENDOZA,41,2169
2010-10-01,MENDOZA,42,4266
2010-10-01,MENDOZA,43,2841
2010-10-01,MENDOZA,45,3330
2010-10-01,MENDOZA,46,3336
2010-10-01,MENDOZA,47,2956
2010-10-01,MENDOZA,49,4604
2010-10-01,MENDOZA,50,7783
2010-10-01,MENDOZA,51,8351
2010-10-01,MENDOZA,52,4287
2010-10-01,MENDOZA,53,4805
2010-10-01,MENDOZA,55,2989
2010-10-01,MENDOZA,56,2010
2010-10-01,MENDOZA,58,4335
2010-10-01,MENDOZA,59,2513
2010-10-01,MENDOZA,60,5885
2010-10-01,MENDOZA,61,4622
2010-10-01,MENDOZA,62,3606
2010-10-01,MENDOZA,63,3202
2010-10-01,MENDOZA,64,8057
2010-10-01,MENDOZA,65,4949
2010-10-01,MENDOZA,66,3004
2010-10-01,MENDOZA,68,2901
2010-10-01,MENDOZA,69,2230
2010-10-01,MENDOZA,70,2627
2010-10-01,MENDOZA,71,4122
2010-10-01,MENDOZA,72,6280
2010-10-01,MENDOZA,73,3576
2010-10-01,MENDOZA,74,2250
2010-10-01,MENDOZA,75,2021
2010-10-01,MENDOZA,77,3290
2010-10-01,MENDOZA,78,1879
2010-10-01,MENDOZA,79,3295
2010-10-01,MENDOZA,80,2723
2010-10-01,MENDOZA,81,1759
2010-10-01,MENDOZA,82,2395
2010-10-01,MENDOZA,85,1893
2010-10-01,MENDOZA,86,3198
2010-10-01,MENDOZA,87,2485
2010-10-01,MENDOZA,88,2120
2010-10-01,MENDOZA,90,1390
2010-10-01,MENDOZA,91,1187
2010-10-01,MENDOZA,92,4192
2010-10-01,MENDOZA,93,2506
2010-10-01,MENDOZA,94,3067
2010-10-01,MENDOZA,95,2487
2010-10-01,MENDOZA,96,1992
2010-10-01,MENDOZA,999,2928
2010-10-01,MISIONES,1,1203
2010-10-01,MISIONES,2,2059
2010-10-01,MISIONES,3,2395
2010-10-01,MISIONES,8,3258
2010-10-01,MISIONES,9,2840
2010-10-01,MISIONES,10,2554
2010-10-01,MISIONES,11,1973
2010-10-01,MISIONES,12,4019
2010-10-01,MISIONES,13,2262
2010-10-01,MISIONES,14,2137
2010-10-01,MISIONES,15,2537
2010-10-01,MISIONES,16,2119
2010-10-01,MISIONES,17,6094
2010-10-01,MISIONES,18,2043
2010-10-01,MISIONES,19,6647
2010-10-01,MISIONES,20,5772
2010-10-01,MISIONES,21,10426
2010-10-01,MISIONES,22,2854
2010-10-01,MISIONES,23,2532
2010-10-01,MISIONES,24,4613
2010-10-01,MISIONES,25,2221
2010-10-01,MISIONES,26,2988
2010-10-01,MISIONES,27,3889
2010-10-01,MISIONES,28,2405
2010-10-01,MISIONES,29,2539
2010-10-01,MISIONES,30,1261
2010-10-01,MISIONES,31,2352
2010-10-01,MISIONES,32,2552
2010-10-01,MISIONES,33,1682
2010-10-01,MISIONES,35,6827
2010-10-01,MISIONES,36,4189
2010-10-01,MISIONES,37,-99
2010-10-01,MISIONES,38,5049
2010-10-01,MISIONES,39,1461
2010-10-01,MISIONES,41,2166
2010-10-01,MISIONES,42,3789
2010-10-01,MISIONES,43,2479
2010-10-01,MISIONES,45,2901
2010-10-01,MISIONES,46,2966
2010-10-01,MISIONES,47,2838
2010-10-01,MISIONES,49,4561
2010-10-01,MISIONES,50,2861
2010-10-01,MISIONES,51,10933
2010-10-01,MISIONES,52,3239
2010-10-01,MISIONES,53,5047
2010-10-01,MISIONES,55,3328
2010-10-01,MISIONES,56,2051
2010-10-01,MISIONES,58,2739
2010-10-01,MISIONES,59,3002
2010-10-01,MISIONES,60,3385
2010-10-01,MISIONES,61,5519
2010-10-01,MISIONES,62,3571
2010-10-01,MISIONES,63,2396
2010-10-01,MISIONES,64,8527
2010-10-01,MISIONES,65,4698
2010-10-01,MISIONES,66,2463
2010-10-01,MISIONES,68,2809
2010-10-01,MISIONES,69,1913
2010-10-01,MISIONES,70,2347
2010-10-01,MISIONES,71,2479
2010-10-01,MISIONES,72,2799
2010-10-01,MISIONES,73,2169
2010-10-01,MISIONES,74,1580
2010-10-01,MISIONES,75,2500
2010-10-01,MISIONES,77,2170
2010-10-01,MISIONES,78,1773
2010-10-01,MISIONES,79,2671
2010-10-01,MISIONES,80,2400
2010-10-01,MISIONES,81,1453
2010-10-01,MISIONES,82,2514
2010-10-01,MISIONES,85,2022
2010-10-01,MISIONES,86,3018
2010-10-01,MISIONES,87,2780
2010-10-01,MISIONES,88,1844
2010-10-01,MISIONES,90,610
2010-10-01,MISIONES,91,3587
2010-10-01,MISIONES,92,3583
2010-10-01,MISIONES,93,1866
2010-10-01,MISIONES,94,2891
2010-10-01,MISIONES,95,1768
